 format: day,hour,forecast,value  location:60_127 Start : 20250701 
 2,0200,+14,26.000000 
 2,0200,+15,25.000000 
 2,0200,+16,25.000000 
 2,0200,+17,25.000000 
 2,0200,+18,25.000000 
 2,0200,+19,25.000000 
 2,0200,+20,25.000000 
 2,0200,+21,25.000000 
 2,0200,+22,26.000000 
 2,0200,+23,26.000000 
 2,0200,+24,27.000000 
 2,0200,+25,28.000000 
 2,0200,+26,29.000000 
 2,0200,+27,30.000000 
 2,0200,+28,30.000000 
 2,0200,+29,30.000000 
 2,0200,+30,30.000000 
 2,0200,+31,29.000000 
 2,0200,+32,28.000000 
 2,0200,+33,27.000000 
 2,0200,+34,26.000000 
 2,0200,+35,26.000000 
 2,0200,+36,26.000000 
 2,0200,+37,25.000000 
 2,0200,+38,25.000000 
 2,0200,+39,25.000000 
 2,0200,+40,25.000000 
 2,0200,+41,25.000000 
 2,0200,+42,24.000000 
 2,0200,+43,24.000000 
 2,0200,+44,24.000000 
 2,0200,+45,25.000000 
 2,0200,+46,25.000000 
 2,0200,+47,26.000000 
 2,0200,+48,27.000000 
 2,0200,+49,28.000000 
 2,0200,+50,28.000000 
 2,0200,+51,29.000000 
 2,0200,+52,28.000000 
 2,0200,+53,28.000000 
 2,0200,+54,28.000000 
 2,0200,+55,28.000000 
 2,0200,+56,27.000000 
 2,0200,+57,27.000000 
 2,0200,+58,26.000000 
 2,0200,+59,25.000000 
 2,0200,+60,25.000000 
 2,0200,+61,25.000000 
 2,0200,+64,24.000000 
 2,0200,+67,24.000000 
 2,0200,+70,25.000000 
 2,0200,+73,28.000000 
 2,0200,+76,28.000000 
 2,0200,+79,27.000000 
 2,0200,+82,25.000000 
 2,0200,+85,24.000000 
 2,0500,+6,28.000000 
 2,0500,+7,27.000000 
 2,0500,+8,27.000000 
 2,0500,+9,26.000000 
 2,0500,+10,26.000000 
 2,0500,+11,26.000000 
 2,0500,+12,25.000000 
 2,0500,+13,25.000000 
 2,0500,+14,25.000000 
 2,0500,+15,25.000000 
 2,0500,+16,25.000000 
 2,0500,+17,25.000000 
 2,0500,+18,25.000000 
 2,0500,+19,26.000000 
 2,0500,+20,26.000000 
 2,0500,+21,27.000000 
 2,0500,+22,28.000000 
 2,0500,+23,29.000000 
 2,0500,+24,30.000000 
 2,0500,+25,30.000000 
 2,0500,+26,30.000000 
 2,0500,+27,30.000000 
 2,0500,+28,29.000000 
 2,0500,+29,28.000000 
 2,0500,+30,27.000000 
 2,0500,+31,26.000000 
 2,0500,+32,26.000000 
 2,0500,+33,26.000000 
 2,0500,+34,25.000000 
 2,0500,+35,25.000000 
 2,0500,+36,25.000000 
 2,0500,+37,25.000000 
 2,0500,+38,25.000000 
 2,0500,+39,24.000000 
 2,0500,+40,24.000000 
 2,0500,+41,24.000000 
 2,0500,+42,25.000000 
 2,0500,+43,25.000000 
 2,0500,+44,26.000000 
 2,0500,+45,27.000000 
 2,0500,+46,28.000000 
 2,0500,+47,28.000000 
 2,0500,+48,29.000000 
 2,0500,+49,28.000000 
 2,0500,+50,28.000000 
 2,0500,+51,28.000000 
 2,0500,+52,28.000000 
 2,0500,+53,27.000000 
 2,0500,+54,27.000000 
 2,0500,+55,26.000000 
 2,0500,+56,25.000000 
 2,0500,+57,25.000000 
 2,0500,+58,25.000000 
 2,0500,+61,24.000000 
 2,0500,+64,24.000000 
 2,0500,+67,25.000000 
 2,0500,+70,28.000000 
 2,0500,+73,28.000000 
 2,0500,+76,27.000000 
 2,0500,+79,25.000000 
 2,0500,+82,24.000000 
 2,0800,+6,26.000000 
 2,0800,+7,26.000000 
 2,0800,+8,26.000000 
 2,0800,+9,25.000000 
 2,0800,+10,25.000000 
 2,0800,+11,25.000000 
 2,0800,+12,25.000000 
 2,0800,+13,25.000000 
 2,0800,+14,25.000000 
 2,0800,+15,25.000000 
 2,0800,+16,26.000000 
 2,0800,+17,26.000000 
 2,0800,+18,27.000000 
 2,0800,+19,28.000000 
 2,0800,+20,29.000000 
 2,0800,+21,30.000000 
 2,0800,+22,30.000000 
 2,0800,+23,30.000000 
 2,0800,+24,30.000000 
 2,0800,+25,29.000000 
 2,0800,+26,28.000000 
 2,0800,+27,27.000000 
 2,0800,+28,26.000000 
 2,0800,+29,26.000000 
 2,0800,+30,26.000000 
 2,0800,+31,25.000000 
 2,0800,+32,25.000000 
 2,0800,+33,25.000000 
 2,0800,+34,25.000000 
 2,0800,+35,25.000000 
 2,0800,+36,24.000000 
 2,0800,+37,24.000000 
 2,0800,+38,24.000000 
 2,0800,+39,25.000000 
 2,0800,+40,25.000000 
 2,0800,+41,26.000000 
 2,0800,+42,27.000000 
 2,0800,+43,28.000000 
 2,0800,+44,28.000000 
 2,0800,+45,29.000000 
 2,0800,+46,28.000000 
 2,0800,+47,28.000000 
 2,0800,+48,28.000000 
 2,0800,+49,28.000000 
 2,0800,+50,27.000000 
 2,0800,+51,27.000000 
 2,0800,+52,26.000000 
 2,0800,+53,25.000000 
 2,0800,+54,25.000000 
 2,0800,+55,25.000000 
 2,0800,+56,25.000000 
 2,0800,+57,24.000000 
 2,0800,+58,24.000000 
 2,0800,+59,24.000000 
 2,0800,+60,24.000000 
 2,0800,+61,24.000000 
 2,0800,+62,24.000000 
 2,0800,+63,25.000000 
 2,0800,+64,25.000000 
 2,0800,+65,26.000000 
 2,0800,+66,28.000000 
 2,0800,+67,28.000000 
 2,0800,+68,29.000000 
 2,0800,+69,29.000000 
 2,0800,+70,28.000000 
 2,0800,+71,28.000000 
 2,0800,+72,28.000000 
 2,0800,+73,27.000000 
 2,0800,+74,26.000000 
 2,0800,+75,25.000000 
 2,0800,+76,25.000000 
 2,0800,+77,25.000000 
 2,0800,+78,24.000000 
 2,0800,+79,24.000000 
 2,0800,+82,25.000000 
 2,0800,+85,24.000000 
 2,0800,+88,26.000000 
 2,0800,+91,29.000000 
 2,0800,+94,30.000000 
 2,0800,+97,28.000000 
 2,0800,+100,26.000000 
 2,0800,+103,25.000000 
 2,1100,+6,25.000000 
 2,1100,+7,25.000000 
 2,1100,+8,25.000000 
 2,1100,+9,25.000000 
 2,1100,+10,25.000000 
 2,1100,+11,25.000000 
 2,1100,+12,25.000000 
 2,1100,+13,26.000000 
 2,1100,+14,26.000000 
 2,1100,+15,27.000000 
 2,1100,+16,28.000000 
 2,1100,+17,29.000000 
 2,1100,+18,30.000000 
 2,1100,+19,30.000000 
 2,1100,+20,30.000000 
 2,1100,+21,30.000000 
 2,1100,+22,29.000000 
 2,1100,+23,28.000000 
 2,1100,+24,27.000000 
 2,1100,+25,26.000000 
 2,1100,+26,26.000000 
 2,1100,+27,26.000000 
 2,1100,+28,25.000000 
 2,1100,+29,25.000000 
 2,1100,+30,25.000000 
 2,1100,+31,25.000000 
 2,1100,+32,25.000000 
 2,1100,+33,24.000000 
 2,1100,+34,24.000000 
 2,1100,+35,24.000000 
 2,1100,+36,25.000000 
 2,1100,+37,25.000000 
 2,1100,+38,26.000000 
 2,1100,+39,27.000000 
 2,1100,+40,28.000000 
 2,1100,+41,28.000000 
 2,1100,+42,29.000000 
 2,1100,+43,28.000000 
 2,1100,+44,28.000000 
 2,1100,+45,28.000000 
 2,1100,+46,28.000000 
 2,1100,+47,27.000000 
 2,1100,+48,27.000000 
 2,1100,+49,26.000000 
 2,1100,+50,25.000000 
 2,1100,+51,25.000000 
 2,1100,+52,25.000000 
 2,1100,+53,25.000000 
 2,1100,+54,24.000000 
 2,1100,+55,24.000000 
 2,1100,+56,24.000000 
 2,1100,+57,24.000000 
 2,1100,+58,24.000000 
 2,1100,+59,24.000000 
 2,1100,+60,25.000000 
 2,1100,+61,25.000000 
 2,1100,+62,26.000000 
 2,1100,+63,28.000000 
 2,1100,+64,28.000000 
 2,1100,+65,29.000000 
 2,1100,+66,29.000000 
 2,1100,+67,28.000000 
 2,1100,+68,28.000000 
 2,1100,+69,28.000000 
 2,1100,+70,27.000000 
 2,1100,+71,26.000000 
 2,1100,+72,25.000000 
 2,1100,+73,25.000000 
 2,1100,+74,25.000000 
 2,1100,+75,24.000000 
 2,1100,+76,24.000000 
 2,1100,+79,25.000000 
 2,1100,+82,24.000000 
 2,1100,+85,26.000000 
 2,1100,+88,29.000000 
 2,1100,+91,30.000000 
 2,1100,+94,28.000000 
 2,1100,+97,26.000000 
 2,1100,+100,25.000000 
 2,1400,+6,25.000000 
 2,1400,+7,25.000000 
 2,1400,+8,25.000000 
 2,1400,+9,25.000000 
 2,1400,+10,26.000000 
 2,1400,+11,26.000000 
 2,1400,+12,27.000000 
 2,1400,+13,28.000000 
 2,1400,+14,29.000000 
 2,1400,+15,30.000000 
 2,1400,+16,30.000000 
 2,1400,+17,30.000000 
 2,1400,+18,30.000000 
 2,1400,+19,29.000000 
 2,1400,+20,28.000000 
 2,1400,+21,27.000000 
 2,1400,+22,26.000000 
 2,1400,+23,26.000000 
 2,1400,+24,26.000000 
 2,1400,+25,25.000000 
 2,1400,+26,25.000000 
 2,1400,+27,25.000000 
 2,1400,+28,25.000000 
 2,1400,+29,25.000000 
 2,1400,+30,24.000000 
